UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,timestamp,machine_id
6977,L54156,L,300.6,310.9,1344,46.7,133,0,0,0,0,0,0,2024-10-17 16:00:00,L54156
6978,L54157,L,300.7,311.1,2377,14.3,135,0,0,0,0,0,0,2024-10-17 17:00:00,L54157
6979,L54158,L,300.7,311.1,1427,50.3,137,0,0,0,0,0,0,2024-10-17 18:00:00,L54158
6980,L54159,L,300.9,311.2,1353,60.4,139,0,0,0,0,0,0,2024-10-17 19:00:00,L54159
6981,L54160,L,300.8,311.3,1505,45.5,141,0,0,0,0,0,0,2024-10-17 20:00:00,L54160
6983,L54162,L,300.7,311.1,1440,43.0,148,0,0,0,0,0,0,2024-10-17 22:00:00,L54162
6987,L54166,L,300.7,311.1,1688,30.7,161,0,0,0,0,0,0,2024-10-18 02:00:00,L54166
6988,L54167,L,300.7,311.1,2437,13.8,163,0,0,0,0,0,0,2024-10-18 03:00:00,L54167
6989,L54168,L,300.7,311.1,1478,46.8,165,0,0,0,0,0,0,2024-10-18 04:00:00,L54168
6991,L54170,L,300.7,311.1,2478,13.4,170,1,0,0,1,0,0,2024-10-18 06:00:00,L54170
6992,L54171,L,300.8,311.1,1509,33.4,172,0,0,0,0,0,0,2024-10-18 07:00:00,L54171
6993,L54172,L,300.7,311.0,1596,36.9,174,0,0,0,0,0,0,2024-10-18 08:00:00,L54172
6995,L54174,L,300.6,310.8,1375,53.2,179,0,0,0,0,0,0,2024-10-18 10:00:00,L54174
7002,L54181,L,300.5,310.5,1564,38.2,199,0,0,0,0,0,0,2024-10-18 17:00:00,L54181
7004,L54183,L,300.5,310.6,1540,46.7,206,0,0,0,0,0,0,2024-10-18 19:00:00,L54183
7005,L54184,L,300.5,310.6,1950,20.3,208,0,0,0,0,0,0,2024-10-18 20:00:00,L54184
7008,L54187,L,300.5,310.6,1499,45.2,8,0,0,0,0,0,0,2024-10-18 23:00:00,L54187
7009,L54188,L,300.5,310.6,1368,49.6,10,0,0,0,0,0,0,2024-10-19 00:00:00,L54188
7010,L54189,L,300.5,310.5,1536,36.2,12,0,0,0,0,0,0,2024-10-19 01:00:00,L54189
7012,L54191,L,300.5,310.5,2633,12.2,17,1,0,0,1,0,0,2024-10-19 03:00:00,L54191
7013,L54192,L,300.4,310.4,1298,61.4,19,0,0,0,0,0,0,2024-10-19 04:00:00,L54192
7016,L54195,L,300.5,310.5,1452,42.9,29,0,0,0,0,0,0,2024-10-19 07:00:00,L54195
7017,L54196,L,300.6,310.5,1509,43.1,31,0,0,0,0,0,0,2024-10-19 08:00:00,L54196
7020,L54199,L,300.8,310.8,1741,27.1,39,0,0,0,0,0,0,2024-10-19 11:00:00,L54199
7021,L54200,L,300.8,310.8,1460,53.8,41,0,0,0,0,0,0,2024-10-19 12:00:00,L54200
7023,L54202,L,300.7,310.5,1561,33.2,48,0,0,0,0,0,0,2024-10-19 14:00:00,L54202
7025,L54204,L,300.6,310.6,2127,18.7,53,0,0,0,0,0,0,2024-10-19 16:00:00,L54204
7027,L54206,L,300.6,310.7,1543,39.6,60,0,0,0,0,0,0,2024-10-19 18:00:00,L54206
7028,L54207,L,300.6,310.6,1508,34.8,62,0,0,0,0,0,0,2024-10-19 19:00:00,L54207
7030,L54209,L,300.6,310.6,1454,39.7,67,0,0,0,0,0,0,2024-10-19 21:00:00,L54209
7031,L54210,L,300.7,310.8,1772,27.3,69,0,0,0,0,0,0,2024-10-19 22:00:00,L54210
7032,L54211,L,300.7,310.8,1479,49.1,71,0,0,0,0,0,0,2024-10-19 23:00:00,L54211
7033,L54212,L,300.7,310.9,1723,31.0,73,0,0,0,0,0,0,2024-10-20 00:00:00,L54212
7036,L54215,L,300.6,310.6,1497,38.2,83,0,0,0,0,0,0,2024-10-20 03:00:00,L54215
7037,L54216,L,300.7,310.6,1540,52.7,85,0,0,0,0,0,0,2024-10-20 04:00:00,L54216
7038,L54217,L,300.6,310.6,1514,39.5,87,0,0,0,0,0,0,2024-10-20 05:00:00,L54217
7039,L54218,L,300.7,310.6,1654,34.2,89,0,0,0,0,0,0,2024-10-20 06:00:00,L54218
7041,L54220,L,300.7,310.6,1720,30.3,96,0,0,0,0,0,0,2024-10-20 08:00:00,L54220
7042,L54221,L,300.6,310.5,1470,37.7,98,0,0,0,0,0,0,2024-10-20 09:00:00,L54221
7043,L54222,L,300.6,310.5,1642,29.9,100,0,0,0,0,0,0,2024-10-20 10:00:00,L54222
7048,L54227,L,300.6,310.4,1401,42.6,114,0,0,0,0,0,0,2024-10-20 15:00:00,L54227
7049,L54228,L,300.6,310.4,2007,19.8,116,0,0,0,0,0,0,2024-10-20 16:00:00,L54228
7050,L54229,L,300.6,310.4,1494,47.3,118,0,0,0,0,0,0,2024-10-20 17:00:00,L54229
7051,L54230,L,300.6,310.4,1457,47.7,120,0,0,0,0,0,0,2024-10-20 18:00:00,L54230
7052,L54231,L,300.6,310.4,1556,37.7,122,0,0,0,0,0,0,2024-10-20 19:00:00,L54231
7056,L54235,L,300.8,310.6,1663,30.6,139,0,0,0,0,0,0,2024-10-20 23:00:00,L54235
7058,L54237,L,300.8,310.6,1666,36.2,144,0,0,0,0,0,0,2024-10-21 01:00:00,L54237
7059,L54238,L,300.7,310.6,1520,45.9,146,0,0,0,0,0,0,2024-10-21 02:00:00,L54238
7060,L54239,L,300.6,310.5,1644,33.8,148,0,0,0,0,0,0,2024-10-21 03:00:00,L54239
7062,L54241,L,300.6,310.4,1446,49.7,155,0,0,0,0,0,0,2024-10-21 05:00:00,L54241
7064,L54243,L,300.7,310.4,1234,51.7,160,0,0,0,0,0,0,2024-10-21 07:00:00,L54243
7066,L54245,L,300.8,310.6,1384,52.9,165,0,0,0,0,0,0,2024-10-21 09:00:00,L54245
7069,L54248,L,300.8,310.7,1461,42.8,173,0,0,0,0,0,0,2024-10-21 12:00:00,L54248
7070,L54249,L,300.8,310.7,1525,39.4,175,0,0,0,0,0,0,2024-10-21 13:00:00,L54249
7071,L54250,L,300.7,310.7,1333,61.0,177,0,0,0,0,0,0,2024-10-21 14:00:00,L54250
7074,L54253,L,300.7,310.6,1491,43.2,187,0,0,0,0,0,0,2024-10-21 17:00:00,L54253
7076,L54255,L,300.7,310.5,1536,47.4,192,0,0,0,0,0,0,2024-10-21 19:00:00,L54255
7077,L54256,L,300.7,310.5,1960,21.0,194,0,0,0,0,0,0,2024-10-21 20:00:00,L54256
7079,L54258,L,300.7,310.5,1357,52.6,199,0,0,0,0,0,0,2024-10-21 22:00:00,L54258
7080,L54259,L,300.7,310.5,1445,41.1,201,0,0,0,0,0,0,2024-10-21 23:00:00,L54259
7081,L54260,L,300.7,310.4,1543,47.3,203,0,0,0,0,0,0,2024-10-22 00:00:00,L54260
7082,L54261,L,300.7,310.4,1366,52.6,205,0,0,0,0,0,0,2024-10-22 01:00:00,L54261
7083,L54262,L,300.7,310.3,1458,40.0,207,0,0,0,0,0,0,2024-10-22 02:00:00,L54262
7084,L54263,L,300.7,310.4,1416,61.8,209,1,0,0,1,1,0,2024-10-22 03:00:00,L54263
7085,L54264,L,300.6,310.3,1794,24.4,211,0,0,0,0,0,0,2024-10-22 04:00:00,L54264
7086,L54265,L,300.6,310.3,1484,41.0,213,0,0,0,0,0,0,2024-10-22 05:00:00,L54265
7087,L54266,L,300.6,310.4,2514,13.4,215,0,0,0,0,0,0,2024-10-22 06:00:00,L54266
7088,L54267,L,300.6,310.3,1648,30.5,217,1,1,0,0,0,0,2024-10-22 07:00:00,L54267
7090,L54269,L,300.6,310.2,1622,34.1,3,0,0,0,0,0,0,2024-10-22 09:00:00,L54269
7092,L54271,L,300.6,310.2,1318,51.0,8,0,0,0,0,0,0,2024-10-22 11:00:00,L54271
7093,L54272,L,300.7,310.2,1493,35.9,10,0,0,0,0,0,0,2024-10-22 12:00:00,L54272
7095,L54274,L,300.6,310.2,1447,45.9,17,0,0,0,0,0,0,2024-10-22 14:00:00,L54274
7096,L54275,L,300.6,310.1,1485,49.9,19,0,0,0,0,0,0,2024-10-22 15:00:00,L54275
7097,L54276,L,300.6,310.2,1489,47.8,21,0,0,0,0,0,0,2024-10-22 16:00:00,L54276
7099,L54278,L,300.7,310.2,1642,32.6,26,0,0,0,0,0,0,2024-10-22 18:00:00,L54278
7101,L54280,L,300.7,310.2,1569,32.8,31,0,0,0,0,0,0,2024-10-22 20:00:00,L54280
7102,L54281,L,300.8,310.2,1850,22.8,33,0,0,0,0,0,0,2024-10-22 21:00:00,L54281
7105,L54284,L,300.9,310.4,1454,43.1,43,0,0,0,0,0,0,2024-10-23 00:00:00,L54284
7106,L54285,L,300.9,310.4,1536,34.2,45,0,0,0,0,0,0,2024-10-23 01:00:00,L54285
7107,L54286,L,300.8,310.5,1482,39.0,47,0,0,0,0,0,0,2024-10-23 02:00:00,L54286
7110,L54289,L,300.9,310.5,1599,40.5,57,0,0,0,0,0,0,2024-10-23 05:00:00,L54289
7113,L54292,L,300.9,310.4,1427,47.0,65,0,0,0,0,0,0,2024-10-23 08:00:00,L54292
7114,L54293,L,300.9,310.4,1561,32.7,67,0,0,0,0,0,0,2024-10-23 09:00:00,L54293
7117,L54296,L,301.0,310.5,1601,33.2,77,0,0,0,0,0,0,2024-10-23 12:00:00,L54296
7118,L54297,L,300.9,310.5,1570,40.1,79,0,0,0,0,0,0,2024-10-23 13:00:00,L54297
7119,L54298,L,300.9,310.5,1565,35.9,81,0,0,0,0,0,0,2024-10-23 14:00:00,L54298
7120,L54299,L,301.0,310.5,1378,44.4,83,0,0,0,0,0,0,2024-10-23 15:00:00,L54299
7121,L54300,L,300.9,310.5,2288,16.1,85,0,0,0,0,0,0,2024-10-23 16:00:00,L54300
7123,L54302,L,300.9,310.4,1788,27.8,90,0,0,0,0,0,0,2024-10-23 18:00:00,L54302
7126,L54305,L,300.7,310.1,1261,56.6,98,0,0,0,0,0,0,2024-10-23 21:00:00,L54305
7128,L54307,L,300.6,310.0,1438,53.8,103,0,0,0,0,0,0,2024-10-23 23:00:00,L54307
7129,L54308,L,300.6,310.0,1511,36.9,105,0,0,0,0,0,0,2024-10-24 00:00:00,L54308
7130,L54309,L,300.6,310.0,1635,31.0,107,0,0,0,0,0,0,2024-10-24 01:00:00,L54309
7131,L54310,L,300.6,309.9,1428,48.8,109,0,0,0,0,0,0,2024-10-24 02:00:00,L54310
7133,L54312,L,300.5,309.9,1423,47.9,114,0,0,0,0,0,0,2024-10-24 04:00:00,L54312
7136,L54315,L,300.5,309.9,1443,48.3,122,0,0,0,0,0,0,2024-10-24 07:00:00,L54315
7139,L54318,L,300.6,310.1,1297,50.0,130,0,0,0,0,0,0,2024-10-24 10:00:00,L54318
7140,L54319,L,300.6,310.1,1495,42.3,132,0,0,0,0,0,0,2024-10-24 11:00:00,L54319
7141,L54320,L,300.5,309.9,1382,46.5,134,0,0,0,0,0,0,2024-10-24 12:00:00,L54320
7146,L54325,L,300.5,310.0,1413,44.5,152,0,0,0,0,0,0,2024-10-24 17:00:00,L54325
7147,L54326,L,300.4,309.9,1496,31.8,154,0,0,0,0,0,0,2024-10-24 18:00:00,L54326
7148,L54327,L,300.3,309.8,1466,41.2,156,0,0,0,0,0,0,2024-10-24 19:00:00,L54327
7150,L54329,L,300.2,309.8,1506,41.8,161,0,0,0,0,0,0,2024-10-24 21:00:00,L54329
7151,L54330,L,300.2,309.8,1401,49.3,163,0,0,0,0,0,0,2024-10-24 22:00:00,L54330
7153,L54332,L,300.2,309.9,1566,36.4,170,0,0,0,0,0,0,2024-10-25 00:00:00,L54332
7154,L54333,L,300.2,310.0,1493,47.3,172,0,0,0,0,0,0,2024-10-25 01:00:00,L54333
7155,L54334,L,300.3,310.1,1483,39.9,174,0,0,0,0,0,0,2024-10-25 02:00:00,L54334
7158,L54337,L,300.2,310.0,1486,40.1,182,0,0,0,0,0,0,2024-10-25 05:00:00,L54337
7159,L54338,L,300.2,310.0,1389,53.6,184,0,0,0,0,0,0,2024-10-25 06:00:00,L54338
7160,L54339,L,300.1,310.0,1511,41.7,186,0,0,0,0,0,0,2024-10-25 07:00:00,L54339
7162,L54341,L,300.2,310.2,1440,42.9,191,0,0,0,0,0,0,2024-10-25 09:00:00,L54341
7163,L54342,L,300.2,310.2,1378,43.9,193,0,0,0,0,0,0,2024-10-25 10:00:00,L54342
7166,L54345,L,300.2,310.1,1392,47.9,201,0,0,0,0,0,0,2024-10-25 13:00:00,L54345
7168,L54347,L,300.3,310.3,1362,60.3,206,1,0,0,0,1,0,2024-10-25 15:00:00,L54347
7169,L54348,L,300.3,310.3,1704,29.5,0,0,0,0,0,0,0,2024-10-25 16:00:00,L54348
7170,L54349,L,300.3,310.2,1492,52.3,2,0,0,0,0,0,0,2024-10-25 17:00:00,L54349
7174,L54353,L,300.1,310.1,1684,30.8,13,0,0,0,0,0,0,2024-10-25 21:00:00,L54353
7175,L54354,L,300.2,310.2,1530,48.5,15,0,0,0,0,0,0,2024-10-25 22:00:00,L54354
7176,L54355,L,300.1,310.1,1569,43.5,17,0,0,0,0,0,0,2024-10-25 23:00:00,L54355
7177,L54356,L,300.1,310.1,1650,31.6,19,0,0,0,0,0,0,2024-10-26 00:00:00,L54356
7178,L54357,L,300.2,310.2,1415,49.6,21,0,0,0,0,0,0,2024-10-26 01:00:00,L54357
7179,L54358,L,300.2,310.2,1600,31.5,23,0,0,0,0,0,0,2024-10-26 02:00:00,L54358
7180,L54359,L,300.2,310.1,1523,42.3,25,0,0,0,0,0,0,2024-10-26 03:00:00,L54359
7182,L54361,L,300.2,310.3,1331,52.1,30,0,0,0,0,0,0,2024-10-26 05:00:00,L54361
7183,L54362,L,300.3,310.3,2158,16.8,32,0,0,0,0,0,0,2024-10-26 06:00:00,L54362
7184,L54363,L,300.2,310.3,1445,50.9,34,0,0,0,0,0,0,2024-10-26 07:00:00,L54363
7186,L54365,L,300.3,310.4,1672,29.2,39,0,0,0,0,0,0,2024-10-26 09:00:00,L54365
7188,L54367,L,300.4,310.5,1402,54.3,44,0,0,0,0,0,0,2024-10-26 11:00:00,L54367
7189,L54368,L,300.4,310.4,1286,56.8,46,0,0,0,0,0,0,2024-10-26 12:00:00,L54368
7190,L54369,L,300.4,310.4,1486,46.3,48,0,0,0,0,0,0,2024-10-26 13:00:00,L54369
7191,L54370,L,300.3,310.3,1345,46.3,50,0,0,0,0,0,0,2024-10-26 14:00:00,L54370
7192,L54371,L,300.3,310.3,1629,34.1,52,0,0,0,0,0,0,2024-10-26 15:00:00,L54371
7194,L54373,L,300.1,310.1,1306,64.7,57,0,0,0,0,0,0,2024-10-26 17:00:00,L54373
7195,L54374,L,300.1,310.1,1380,52.6,59,0,0,0,0,0,0,2024-10-26 18:00:00,L54374
7198,L54377,L,300.0,310.0,1486,41.8,69,0,0,0,0,0,0,2024-10-26 21:00:00,L54377
7200,L54379,L,300.0,309.9,1507,41.4,74,0,0,0,0,0,0,2024-10-26 23:00:00,L54379
7201,L54380,L,300.0,309.9,1608,33.4,76,0,0,0,0,0,0,2024-10-27 00:00:00,L54380
7202,L54381,L,300.0,309.8,1474,40.6,78,0,0,0,0,0,0,2024-10-27 01:00:00,L54381
7203,L54382,L,300.0,309.7,1326,61.9,80,0,0,0,0,0,0,2024-10-27 02:00:00,L54382
7205,L54384,L,299.8,309.6,1526,41.7,85,0,0,0,0,0,0,2024-10-27 04:00:00,L54384
7206,L54385,L,299.8,309.7,1483,39.6,87,0,0,0,0,0,0,2024-10-27 05:00:00,L54385
7207,L54386,L,299.8,309.7,1457,51.9,89,0,0,0,0,0,0,2024-10-27 06:00:00,L54386
7209,L54388,L,299.8,309.7,1707,29.1,94,0,0,0,0,0,0,2024-10-27 08:00:00,L54388
7210,L54389,L,299.8,309.7,1624,34.2,96,0,0,0,0,0,0,2024-10-27 09:00:00,L54389
7212,L54391,L,299.8,309.7,1431,40.3,101,0,0,0,0,0,0,2024-10-27 11:00:00,L54391
7216,L54395,L,299.9,309.8,1477,47.7,112,0,0,0,0,0,0,2024-10-27 15:00:00,L54395
7218,L54397,L,299.9,309.8,1716,28.2,117,0,0,0,0,0,0,2024-10-27 17:00:00,L54397
7221,L54400,L,299.8,309.7,1429,42.6,127,0,0,0,0,0,0,2024-10-27 20:00:00,L54400
7224,L54403,L,299.8,309.6,1374,51.6,137,0,0,0,0,0,0,2024-10-27 23:00:00,L54403
7225,L54404,L,299.8,309.6,1598,31.0,139,0,0,0,0,0,0,2024-10-28 00:00:00,L54404
7227,L54406,L,299.7,309.6,1399,51.3,144,0,0,0,0,0,0,2024-10-28 02:00:00,L54406
7228,L54407,L,299.7,309.6,1720,27.1,146,0,0,0,0,0,0,2024-10-28 03:00:00,L54407
7230,L54409,L,299.8,309.8,1749,33.4,153,0,0,0,0,0,0,2024-10-28 05:00:00,L54409
7231,L54410,L,299.8,309.8,1542,39.4,155,0,0,0,0,0,0,2024-10-28 06:00:00,L54410
7232,L54411,L,299.8,309.9,1553,36.6,157,0,0,0,0,0,0,2024-10-28 07:00:00,L54411
7234,L54413,L,299.9,310.0,1447,45.9,162,0,0,0,0,0,0,2024-10-28 09:00:00,L54413
7236,L54415,L,299.8,310.0,1361,53.8,167,0,0,0,0,0,0,2024-10-28 11:00:00,L54415
7239,L54418,L,299.8,310.0,1697,36.0,175,0,0,0,0,0,0,2024-10-28 14:00:00,L54418
7240,L54419,L,299.8,310.1,1553,42.0,177,0,0,0,0,0,0,2024-10-28 15:00:00,L54419
7245,L54424,L,300.0,310.2,1760,26.9,193,0,0,0,0,0,0,2024-10-28 20:00:00,L54424
7246,L54425,L,300.0,310.1,1477,34.6,195,0,0,0,0,0,0,2024-10-28 21:00:00,L54425
7247,L54426,L,299.9,310.1,1681,29.1,197,0,0,0,0,0,0,2024-10-28 22:00:00,L54426
7249,L54428,L,300.0,310.1,1762,28.0,202,0,0,0,0,0,0,2024-10-29 00:00:00,L54428
7250,L54429,L,299.9,310.0,1402,44.7,204,0,0,0,0,0,0,2024-10-29 01:00:00,L54429
7254,L54433,L,300.3,310.5,1522,39.1,217,0,0,0,0,0,0,2024-10-29 05:00:00,L54433
7255,L54434,L,300.3,310.4,1493,37.5,219,0,0,0,0,0,0,2024-10-29 06:00:00,L54434
7258,L54437,L,300.2,310.4,1518,41.8,5,0,0,0,0,0,0,2024-10-29 09:00:00,L54437
7259,L54438,L,300.3,310.4,1742,25.9,7,0,0,0,0,0,0,2024-10-29 10:00:00,L54438
7261,L54440,L,300.4,310.5,2424,14.5,12,0,0,0,0,0,0,2024-10-29 12:00:00,L54440
7262,L54441,L,300.4,310.5,1818,25.1,14,0,0,0,0,0,0,2024-10-29 13:00:00,L54441
7264,L54443,L,300.4,310.6,1429,46.9,19,0,0,0,0,0,0,2024-10-29 15:00:00,L54443
7266,L54445,L,300.4,310.6,1384,48.7,24,0,0,0,0,0,0,2024-10-29 17:00:00,L54445
7267,L54446,L,300.4,310.5,1578,32.8,26,0,0,0,0,0,0,2024-10-29 18:00:00,L54446
7268,L54447,L,300.5,310.5,1695,26.7,28,0,0,0,0,0,0,2024-10-29 19:00:00,L54447
7269,L54448,L,300.5,310.6,1543,36.2,30,0,0,0,0,0,0,2024-10-29 20:00:00,L54448
7271,L54450,L,300.2,310.4,1808,25.8,35,0,0,0,0,0,0,2024-10-29 22:00:00,L54450
7273,L54452,L,300.2,310.3,1202,59.5,40,0,0,0,0,0,0,2024-10-30 00:00:00,L54452
7276,L54455,L,300.2,310.3,1514,38.7,48,0,0,0,0,0,0,2024-10-30 03:00:00,L54455
7278,L54457,L,300.1,310.2,1475,54.2,53,0,0,0,0,0,0,2024-10-30 05:00:00,L54457
7280,L54459,L,300.0,310.1,1465,40.9,60,0,0,0,0,0,0,2024-10-30 07:00:00,L54459
7281,L54460,L,299.9,310.2,1288,69.6,62,1,0,0,1,0,0,2024-10-30 08:00:00,L54460
7282,L54461,L,300.0,310.2,1675,29.7,64,0,0,0,0,0,0,2024-10-30 09:00:00,L54461
7283,L54462,L,300.0,310.2,1486,36.4,66,0,0,0,0,0,0,2024-10-30 10:00:00,L54462
7290,L54469,L,300.3,310.6,1433,53.8,86,0,0,0,0,0,0,2024-10-30 17:00:00,L54469
7291,L54470,L,300.3,310.6,1806,24.4,88,0,0,0,0,0,0,2024-10-30 18:00:00,L54470
7292,L54471,L,300.2,310.5,1416,46.7,90,0,0,0,0,0,0,2024-10-30 19:00:00,L54471
7294,L54473,L,300.1,310.5,1627,29.2,95,0,0,0,0,0,0,2024-10-30 21:00:00,L54473
7295,L54474,L,300.1,310.6,1809,24.3,97,0,0,0,0,0,0,2024-10-30 22:00:00,L54474
7298,L54477,L,300.1,310.5,1500,39.8,107,0,0,0,0,0,0,2024-10-31 01:00:00,L54477
7299,L54478,L,300.1,310.5,1532,36.0,109,0,0,0,0,0,0,2024-10-31 02:00:00,L54478
7300,L54479,L,300.1,310.5,1492,50.9,111,0,0,0,0,0,0,2024-10-31 03:00:00,L54479
7301,L54480,L,300.2,310.6,1431,42.3,113,0,0,0,0,0,0,2024-10-31 04:00:00,L54480
7302,L54481,L,300.1,310.4,1554,39.4,115,0,0,0,0,0,0,2024-10-31 05:00:00,L54481
7303,L54482,L,300.1,310.5,1494,44.2,117,0,0,0,0,0,0,2024-10-31 06:00:00,L54482
7304,L54483,L,300.1,310.6,1374,45.4,119,0,0,0,0,0,0,2024-10-31 07:00:00,L54483
7305,L54484,L,300.1,310.5,1394,44.3,121,0,0,0,0,0,0,2024-10-31 08:00:00,L54484
7307,L54486,L,300.1,310.5,1356,45.8,126,0,0,0,0,0,0,2024-10-31 10:00:00,L54486
7309,L54488,L,300.0,310.4,1333,49.1,131,0,0,0,0,0,0,2024-10-31 12:00:00,L54488
7310,L54489,L,300.0,310.4,1505,44.9,133,0,0,0,0,0,0,2024-10-31 13:00:00,L54489
7311,L54490,L,300.0,310.5,1606,33.5,135,0,0,0,0,0,0,2024-10-31 14:00:00,L54490
7313,L54492,L,300.0,310.5,1412,52.4,142,0,0,0,0,0,0,2024-10-31 16:00:00,L54492
7314,L54493,L,299.9,310.4,1408,38.4,144,0,0,0,0,0,0,2024-10-31 17:00:00,L54493
7315,L54494,L,299.9,310.3,1268,53.3,146,0,0,0,0,0,0,2024-10-31 18:00:00,L54494
7316,L54495,L,299.9,310.4,1470,50.0,148,0,0,0,0,0,0,2024-10-31 19:00:00,L54495
7317,L54496,L,299.9,310.4,1497,47.0,150,0,0,0,0,0,0,2024-10-31 20:00:00,L54496
7318,L54497,L,299.9,310.3,1638,29.1,152,0,0,0,0,0,0,2024-10-31 21:00:00,L54497
7320,L54499,L,299.8,310.2,1654,32.7,159,0,0,0,0,0,0,2024-10-31 23:00:00,L54499
7322,L54501,L,299.8,310.2,1911,23.5,166,0,0,0,0,0,0,2024-11-01 01:00:00,L54501
7324,L54503,L,299.9,310.2,1479,46.3,173,0,0,0,0,0,0,2024-11-01 03:00:00,L54503
7326,L54505,L,299.9,310.4,1419,45.7,178,0,0,0,0,0,0,2024-11-01 05:00:00,L54505
7329,L54508,L,300.0,310.5,1517,42.2,186,0,0,0,0,0,0,2024-11-01 08:00:00,L54508
7332,L54511,L,299.8,310.3,1524,34.2,196,0,0,0,0,0,0,2024-11-01 11:00:00,L54511
7335,L54514,L,299.8,310.4,1694,30.3,204,0,0,0,0,0,0,2024-11-01 14:00:00,L54514
7336,L54515,L,299.9,310.4,1328,49.9,206,0,0,0,0,0,0,2024-11-01 15:00:00,L54515
7338,L54517,L,299.9,310.5,1539,32.8,213,0,0,0,0,0,0,2024-11-01 17:00:00,L54517
7339,L54518,L,299.8,310.5,1496,38.8,215,0,0,0,0,0,0,2024-11-01 18:00:00,L54518
7340,L54519,L,299.8,310.4,1579,36.4,0,0,0,0,0,0,0,2024-11-01 19:00:00,L54519
7341,L54520,L,299.7,310.3,1386,46.6,2,0,0,0,0,0,0,2024-11-01 20:00:00,L54520
7342,L54521,L,299.7,310.3,1505,37.7,4,0,0,0,0,0,0,2024-11-01 21:00:00,L54521
7344,L54523,L,299.6,310.2,1468,48.0,9,0,0,0,0,0,0,2024-11-01 23:00:00,L54523
7345,L54524,L,299.6,310.1,1384,49.8,11,0,0,0,0,0,0,2024-11-02 00:00:00,L54524
7346,L54525,L,299.6,310.2,1381,60.5,13,0,0,0,0,0,0,2024-11-02 01:00:00,L54525
7347,L54526,L,299.6,310.2,1469,47.0,15,0,0,0,0,0,0,2024-11-02 02:00:00,L54526
7348,L54527,L,299.6,310.2,1627,36.6,17,0,0,0,0,0,0,2024-11-02 03:00:00,L54527
7350,L54529,L,299.7,310.2,1633,36.5,24,0,0,0,0,0,0,2024-11-02 05:00:00,L54529
7351,L54530,L,299.7,310.2,1469,39.5,26,0,0,0,0,0,0,2024-11-02 06:00:00,L54530
7352,L54531,L,299.7,310.2,1458,43.4,28,0,0,0,0,0,0,2024-11-02 07:00:00,L54531
7354,L54533,L,299.8,310.3,1687,30.4,33,0,0,0,0,0,0,2024-11-02 09:00:00,L54533
7356,L54535,L,299.6,310.2,1588,34.1,38,0,0,0,0,0,0,2024-11-02 11:00:00,L54535
7357,L54536,L,299.6,310.2,1333,51.2,40,0,0,0,0,0,0,2024-11-02 12:00:00,L54536
7358,L54537,L,299.6,310.1,1487,42.9,42,0,0,0,0,0,0,2024-11-02 13:00:00,L54537
7361,L54540,L,299.5,310.1,1585,35.2,50,0,0,0,0,0,0,2024-11-02 16:00:00,L54540
7362,L54541,L,299.5,310.0,1502,38.5,52,0,0,0,0,0,0,2024-11-02 17:00:00,L54541
7363,L54542,L,299.5,310.0,1594,35.1,54,0,0,0,0,0,0,2024-11-02 18:00:00,L54542
7364,L54543,L,299.5,310.0,1412,48.9,56,0,0,0,0,0,0,2024-11-02 19:00:00,L54543
7365,L54544,L,299.5,309.9,1402,51.7,58,0,0,0,0,0,0,2024-11-02 20:00:00,L54544
7366,L54545,L,299.6,310.1,2057,20.4,60,0,0,0,0,0,0,2024-11-02 21:00:00,L54545
7372,L54551,L,299.6,310.2,1512,44.0,79,0,0,0,0,0,0,2024-11-03 03:00:00,L54551
7373,L54552,L,299.6,310.2,1473,42.7,81,0,0,0,0,0,0,2024-11-03 04:00:00,L54552
7374,L54553,L,299.6,310.1,1553,38.0,83,0,0,0,0,0,0,2024-11-03 05:00:00,L54553
7375,L54554,L,299.5,310.0,1379,50.4,85,0,0,0,0,0,0,2024-11-03 06:00:00,L54554
7377,L54556,L,299.5,310.0,1481,43.1,90,0,0,0,0,0,0,2024-11-03 08:00:00,L54556
7378,L54557,L,299.5,310.0,1349,52.7,92,0,0,0,0,0,0,2024-11-03 09:00:00,L54557
7379,L54558,L,299.5,310.0,1388,52.4,94,0,0,0,0,0,0,2024-11-03 10:00:00,L54558
7381,L54560,L,299.6,310.2,1743,24.8,99,0,0,0,0,0,0,2024-11-03 12:00:00,L54560
7382,L54561,L,299.7,310.3,1495,43.1,101,0,0,0,0,0,0,2024-11-03 13:00:00,L54561
7383,L54562,L,299.8,310.4,1698,28.3,103,0,0,0,0,0,0,2024-11-03 14:00:00,L54562
7385,L54564,L,299.7,310.4,1614,36.2,108,0,0,0,0,0,0,2024-11-03 16:00:00,L54564
7390,L54569,L,299.8,310.6,1707,32.5,124,0,0,0,0,0,0,2024-11-03 21:00:00,L54569
7392,L54571,L,299.7,310.6,1675,31.3,129,0,0,0,0,0,0,2024-11-03 23:00:00,L54571
7395,L54574,L,299.7,310.6,1479,38.0,137,0,0,0,0,0,0,2024-11-04 02:00:00,L54574
7397,L54576,L,299.7,310.6,1616,35.1,142,0,0,0,0,0,0,2024-11-04 04:00:00,L54576
